Locals,Area,Bath,Floor,Zone,Price
2,78,1,0,Torre Maura,185000
4,125,3,0,Bologna,545000
3,75,1,6,Navigatori,335000
5+,238,2,R,Porta Pia,1150000
3,80,1,R,Acilia,149000
5+,220,3,6,Villa Fiorelli,699000
2,55,1,7,Montagnola,215000
4,120,2,3,Monte Spaccato,255000
2,96,1,5,Cinecittà,239000
2,60,1,R,Torrevecchia,169000
4,120,1,3,Delle Vittorie,695000
1,40,1,A,Mezzocammino,185000
3,85,2,5,Villa Gordiani,213000
4,118,2,1,Balduina,365000
3,100,1,1,Baldo degli Ubaldi,339000
4,110,2,0,Porta di Roma,295000
2,50,1,3,Trionfale,150000
2,66,2,0,Acilia,215000
3,85,1,4,Marconi,327000
5,160,3,0,Cortina d'Ampezzo,495000
5+,200,2,1,Delle Vittorie,860000
3,100,1,7,Monteverde Nuovo,299000
3,90,2,2,Torre Spaccata,199000
4,125,2,0,Euclide,530000
2,50,1,1,Rinnovamento,285000
4,140,2,3,Monte Sacro,345000
3,100,2,0,Euclide,475000
3,87,1,5,Cinecittà,265000
4,102,2,1,Monte Sacro,349000
5,169,3,1,Parioli,1650000
1,35,1,0,Torre Spaccata,95000
4,100,1,1,Villa Gordiani,265000
3,88,1,2,Corviale,279000
5,152,2,0,Parioli,698000
2,74,1,2,Cortina d'Ampezzo,319000
5,85,2,1,Cinecittà,249000
2,60,1,3,Trastevere,319000
2,66,1,A,Ostia Levante,160000
4,150,2,4,San Godenzo,490000
5,170,3+,2,Monteverde Vecchio,730000
2,60,1,3,Villa Bonelli,270000
4,150,2,1,Casal Palocco,440000
4,100,1,0,Nuovo Salario,290000
3,87,2,3,Tufello,259000
2,55,1,2,Piana del Sole,145000
2,70,1,S,Villa Fiorelli,110000
3,90,1,A,Ostia Ponente,245000
3,115,2,A,Ostia Ponente,259000
3,80,2,1,Piana del Sole,188000
3,100,1,0,Torrevecchia,260000
4,120,1,3,Piazzale degli Eroi,530000
5,175,3,1,Nuovo Salario,520000
4,174,2,3,Villa Fiorelli,530000
2,60,1,7,Valli,250000
3,107,2,3,Nuovo Salario,309000
2,65,1,4,Acilia,148000
2,68,1,2,Mezzocammino,305000
3,118,1,1,Ostia Levante,279000
5+,270,2,3,Villa Chigi,1590000
3,87,1,3,Ostia Levante,189000
2,60,1,2,Bravetta,199000
2,85,1,3,Torre Spaccata,159000
3,105,1,5,Nuovo Salario,330000
2,64,1,3,Monte Sacro,229000
2,60,1,0,Torre Maura,150000
3,98,1,1,Borghesiana,99000
3,85,1,2,Tufello,235000
2,68,1,1,Villa Fiorelli,215000
3,80,1,2,Appio Latino,319000
3,90,1,4,Delle Vittorie,530000
2,57,1,1,Cinecittà,175000
3,90,1,3,Monte Sacro,299000
4,120,2,1,Tufello,245000
5+,190,3,A,Piccolomini,685000
2,67,1,1,Torre Maura,119000
4,98,2,7,Casale Nei,210000
3,81,2,7,Casale Nei,185000
2,45,1,1,Torre Angela,119000
4,116,2,4,San Giovanni,620000
2,70,1,0,Pigneto,129000
5,200,2,5,Borgo,1590000
2,70,1,2,Casal Palocco,165000
4,100,1,6,Valli,450000
5,95,2,1,Cinecittà,249000
5,180,2,0,Cipro,790000
3,120,2,4,Appio Latino,400000
2,70,1,1,Casal Palocco,239000
4,100,2,4,Fonte Ostiense,359000
3,90,1,3,Collina delle Muse,275000
2,56,1,4,Fonte Ostiense,220000
2,60,1,1,Collina delle Muse,230000
4,142,1,0,Città Giardino,595000
5,140,1,A,Casaletto,520000
4,140,2,4,Prati,795000
5,156,2,4,Balduina,590000
2,65,1,2,Primavalle,199000
3,80,1,1,Ostia Levante,175000
4,84,1,R,Casal Palocco,315000
2,48,1,0,Monte Sacro,199000
3,95,2,2,Piccolomini,430000
2,62,1,S,Furio Camillo,165000
4,140,2,2,Farnesina,390000
2,70,2,6,Re di Roma,550000
3,95,1,4,Monteverde Nuovo,465000
5,115,1,4,Villa Chigi,520000
2,70,2,6,Villa Fiorelli,550000
3,95,1,4,Casale Nei,240000
5,156,2,2,Eur,685000
3,100,1,0,Monte Spaccato,69000
5,150,2,3,Casaletto,750000
3,102,1,4,La Rustica,200000
3,80,1,4,Centocelle,239000
3,105,2,1,Monte Sacro,275000
2,60,2,6,Acilia,210000
3,62,1,3,Casalotti,189000
2,55,1,0,Balduina,250000
2,45,1,7,Torre Spaccata,109000
3,90,1,4,Ostia Levante,229000
3,110,1,2,Portuense,320000
3,85,1,4,Cinecittà,225000
3,100,2,A,Marconi,405000
5+,325,3+,4,Fleming,1250000
3,100,1,2,Piccolomini,490000
5+,325,3+,4,Fleming,1250000
4,77,2,0,Casalotti,180000
5,155,2,6,Piccolomini,625000
4,100,2,1,Piana del Sole,229000
5,175,3,1,Farnesina,1050000
3,75,2,R,Monteverde Vecchio,400000
5,152,2,4,San Giovanni,650000
3,125,2,0,Casaletto,525000
2,45,1,0,Casal Palocco,149000
3,65,1,R,Ostia Levante,149000
2,61,1,3,Furio Camillo,219000
3,84,1,3,Ostia Levante,198000
3,67,1,1,Monte Sacro,229000
3,80,1,0,Casal Palocco,239000
3,123,1,0,Tor Pagnotta,240000
2,43,1,1,Acilia,105000
3,75,2,4,Casal Bertone,225000
3,95,1,1,Ostia Ponente,249000
3,82,1,R,Torre Gaia,185000
4,135,2,3,Acilia,280000
3,75,2,3,Casaletto,295000
3,90,1,1,La Storta,134000
3,100,1,1,Monteverde Vecchio,590000
2,40,1,2,Ponte di Nona,89000
2,80,1,3,Centocelle,250000
5,120,2,2,Monte Sacro,377000
2,55,1,2,Ostia Ponente,130000
2,60,1,2,Primavalle,169000
5,125,2,6,Flaminio,419000
3,70,1,0,Anagnina,199000
3,96,1,2,Labaro,175000
4,97,2,4,Porta di Roma,329000
2,45,1,S,Monti,120000
3,75,1,R,Borghesiana,140000
5,180,3,2,Tomba di Nerone,480000
3,80,1,4,Torresina,179500
3,80,1,4,Cipro,369000
4,100,1,0,Marconi,280000
4,90,1,0,Euclide,325000
4,140,3,3,Parioli,875000
3,120,1,1,Ostia Levante,225000
4,150,2,0,Mezzocammino,239000
5,200,2,1,Prima Porta,359000
3,80,1,3,Ostia Levante,199000
4,142,3,1,Cinecittà,390000
3,110,2,1,Cinecittà,289000
3,75,2,2,Castelverde,137000
3,100,1,3,Monteverde Vecchio,440000
2,66,1,1,Ponte di Nona,135000
3,85,1,3,Cinecittà,195000
5,130,2,3,Casal Bruciato,249000
4,130,2,1,Borghesiana,130000
3,70,1,0,Ostia Levante,189000
2,75,1,4,Monte Sacro,249000
4,135,2,2,Rinnovamento,339000
3,102,1,1,Monteverde Vecchio,319000
2,64,1,2,Ponte di Nona,135000
4,120,2,1,Euclide,1050000
4,115,1,2,Borgo,630000
4,98,1,0,Cinecittà,210000
3,82,2,2,Giardinetti,219000
3,75,1,0,Torre Maura,163000
3,104,1,1,Giardinetti,219000
3,100,1,2,La Rustica,159000
3,120,1,2,Giardinetti,189000
4,110,3,0,Giardinetti,249000
4,94,2,2,Torre Maura,185000
3,68,1,0,Giardinetti,135000
3,86,1,0,Giardinetti,230000
3,75,1,0,Torre Maura,173000
4,130,2,2,Ostia Antica,209000
3,90,2,1,Statuario,315000
3,70,1,1,Torrevecchia,229000
3,161,2,3,Villa Chigi,629000
3,130,2,6,Piccolomini,595000
1,40,1,4,Casal Bertone,142000
3,95,2,4,Casal Bruciato,279000
3,90,1,4,Piccolomini,320000
2,40,1,0,Piazza del Popolo,365000
4,100,2,3,Casale Nei,249000
5+,220,3,2,Casaletto,899000
2,60,1,1,San Basilio,149000
1,35,1,0,Pigneto,100000
2,59,1,1,Ponte di Nona,64200
4,115,1,3,Bravetta,400000
3,90,2,2,Mezzocammino,225000
2,70,1,5,Balduina,249000
2,40,1,4,San Giovanni,270000
3,118,2,4,Monte Sacro,499000
1,60,1,4,Delle Vittorie,270000
3,116,2,2,Colle Oppio,645000
2,50,1,1,Pietralata,249000
3,90,2,2,Castel di Leva,269000
3,95,1,0,Villa Chigi,545000
5,105,1,R,Ottavia,210000
5,160,2,1,Parioli,1000000
4,150,2,0,Nuovo Salario,449000
2,60,1,3,Settecamini,155000
2,60,1,3,Porta di Roma,219000
3,90,1,3,Ostia Ponente,229000
3,80,1,2,Esquilino,295000
2,38,1,0,San Lorenzo,169000
2,70,1,1,Torre Spaccata,145000
4,170,2,3,Mostacciano,570000
1,27,1,0,Marconi,98000
2,48,1,0,Porta di Roma,178000
2,65,1,0,La Rustica,119000
3,55,1,3,La Rustica,110000
3,101,1,S,Villa Chigi,325000
2,52,1,S,Delle Vittorie,229000
2,53,1,6,Casal Bertone,139000
5+,190,2,0,Tomba di Nerone,530000
2,71,1,3,San Giovanni,295000
4,130,2,2,Tomba di Nerone,369000
2,71,1,6,Città Giardino,239000
3,105,2,2,Cinecittà,325000
5+,137,2,5,Monte Sacro,469000
3,65,2,0,Rocca Cencia,69000
4,105,1,3,Città Giardino,349000
2,55,2,2,Esquilino,380000
2,70,1,5,Ostia Ponente,280000
3,120,2,3,Furio Camillo,369000
2,98,1,4,Mezzocammino,159000
4,120,1,4,Marconi,360000
4,116,2,8,Tor de' Cenci,199000
4,118,1,3,Villa Chigi,580000
3,128,2,R,Fonte Meravigliosa,472000
4,116,1,3,Cinecittà,550000
4,147,2,1,Nuovo Salario,449000
2,60,1,1,Rinnovamento,285000
3,72,2,1,Ponte di Nona,159000
2,80,1,1,Torrevecchia,195000
3,75,1,3,Torre Maura,147000
3,80,1,3,Esquilino,395000
3,75,1,1,Primavalle,209000
3,70,1,0,Ostia Levante,189000
1,40,1,0,Monte Sacro,120000
3,77,1,1,Esquilino,350000
2,54,1,1,Esquilino,320000
2,45,1,2,Monte Migliore,108900
3,85,1,1,La Rustica,168000
4,115,2,1,Monte Spaccato,229000
4,89,1,1,Torrevecchia,265000
2,30,1,3,Esquilino,210000
3,85,2,2,Finocchio,129000
5,216,3,2,Appio Latino,900000
3,95,2,2,Torrino,309000
3,100,2,3,Marconi,370000
3,80,1,1,Esquilino,320000
2,90,1,0,Parioli,350000
3,90,1,1,Morena,178000
2,60,1,2,Ostia Ponente,175000
4,110,2,1,Medaglie d'Oro,517000
4,160,2,2,Cinecittà,570000
3,122,2,1,Montagnola,495000
2,63,1,2,Ostia Ponente,159000
3,100,1,R,Corviale,335000
2,58,1,0,Pigneto,189000
3,65,1,0,Torrevecchia,199000
2,65,1,0,La Storta,149000
3,106,1,1,Furio Camillo,299000
5,137,1,1,Ostia Levante,270000
5,170,3,8,Villa Chigi,870000
5+,170,3+,1,Esquilino,580000
4,103,2,1,Villa Bonelli,420000
5,172,2,0,Balduina,495000
5,140,2,6,Roma 70,369000
2,45,1,4,Appio Latino,180000
4,108,2,0,Monte Sacro,299000
2,80,2,2,Ostia Antica,279000
4,95,1,3,Nuovo Salario,347000
3,65,1,0,Borghesiana,169000
2,62,1,5,Re di Roma,292000
2,60,2,1,Torre Spaccata,130000
3,109,1,3,Fleming,380000
4,120,2,3,Roma 70,355000
1,40,1,A,Città Giardino,155000
5+,100,2,A,Fleming,690000
3,70,1,2,Ottavia,175000
2,75,1,R,Ostia Levante,159000
2,50,1,1,Repubblica,290000
2,55,1,0,Ostia Levante,130000
2,45,1,3,Acilia,139000
2,45,1,0,Acilia,139000
2,45,1,1,Acilia,139000
4,145,2,3,Bravetta,380000
5+,700,3+,0,Euclide,3700000
2,53,1,2,La Rustica,120000
5,160,2,6,Cinecittà,489000
4,160,2,2,Cinecittà,570000
3,85,2,2,La Storta,159000
3,85,1,3,La Storta,149000
4,120,3,0,Borghesiana,170000
2,55,1,2,Ponte di Nona,130000
2,60,1,3,Infernetto,150000
3,63,1,0,Castel Fusano,145000
4,140,1,2,Montagnola,465000
2,65,1,0,Vallerano,260000
3,70,1,1,La Storta,135000
5,200,3,5,Vittorio Veneto,2000000
3,90,2,4,Mezzocammino,380000
5+,194,2,0,Dragona,224475
1,35,1,A,Torrevecchia,114000
1,52,1,4,Osteria Nuova,79000
3,85,1,1,Ostia Ponente,199000
2,65,1,0,Ostia Levante,159000
2,72,1,1,Monti,390000
5,150,2,4,Porta Pia,700000
2,75,1,1,Nuovo Salario,270000
5+,183,2,3,Parioli,690000
2,50,1,3,Trastevere,329000
5+,301,3,0,Cortina d'Ampezzo,975000
5+,260,3+,4,Farnesina,950000
4,122,2,A,Trionfale,370000
3,85,1,R,Monte Sacro,300000
5+,140,3,4,Vigna Stelluti,760000
3,80,2,4,Ponte di Nona,99000
3,93,1,3,Colli Albani,358000
2,67,1,2,Borghesiana,130000
3,89,1,3,Pigneto,195000
3,90,1,3,Torre Spaccata,130000
4,110,1,R,San Giovanni,370000
3,95,1,3,Colle del Sole,209000
2,65,1,5,Casaletto,199000
3,133,2,4,Farnesina,620000
3,116,2,2,Monteverde Vecchio,335000
5+,150,2,4,Casaletto,599000
2,56,1,7,Marconi,245000
5,180,3,0,Piccolomini,469000
2,70,1,1,Malafede,199000
5,130,2,1,Eur,650000
3,145,2,2,Morena,309000
3,90,1,3,Torpignattara,185000
4,85,2,4,San Lorenzo,300000
5+,185,3+,1,Vigna Stelluti,1300000
3,28,1,A,Torrevecchia,115000
2,22,1,A,Torrevecchia,95000
5+,189,2,3,Balduina,950000
5,120,2,3,Villa Chigi,770000
3,72,1,4,Centocelle,245000
5,93,1,2,Monteverde Nuovo,440000
5+,250,3,4,Parioli,1590000
3,95,1,A,Borghesiana,95000
5,150,3,1,Via Giulia,1200000
2,50,1,2,Piccolomini,258000
2,56,1,2,Casalotti,145000
4,107,2,2,Trastevere,385000
2,60,1,1,Ponte di Nona,119000
2,57,1,A,Serpentara,210000
2,44,1,1,San Lorenzo,255000
3,101,1,S,Villa Chigi,325000
3,100,2,5,Fonte Ostiense,399000
2,80,1,0,La Rustica,99000
4,170,1,A,Euclide,1600000
1,53,1,0,Casal Bertone,190000
3,85,1,1,Saxa Rubra,225000
2,125,2,0,Casal Bertone,290000
4,216,3,2,Delle Vittorie,1050000
5+,145,2,R,Spagna,1365000
5,160,3,2,Saxa Rubra,480000
4,130,2,1,Corcolle,145000
3,80,1,2,Esquilino,295000
2,55,1,A,Primavalle,229000
2,55,1,7,Cinecittà,150000
3,100,2,A,Bravetta,300000
5,100,1,1,Cipro,329000
2,70,1,A,Nuovo Salario,189000
3,90,1,A,Borghesiana,150000
5+,208,2,1,Mostacciano,575000
4,125,2,2,Mostacciano,375000
2,70,1,1,Tomba di Nerone,215000
2,58,1,S,Cortina d'Ampezzo,115000
2,50,1,6,Mostacciano,160000
2,80,1,1,Garbatella,250000
5,99,1,1,Montagnola,176556
5,125,3,3,Anagnina,349000
2,60,1,1,Nuovo Salario,168000
2,68,1,1,San Lorenzo,215000
4,140,2,2,Castelverde,120000
3,88,2,3,Nuovo Salario,335000
3,75,1,2,Casalotti,125000
4,70,1,A,Casalotti,149000
3,125,2,4,Corviale,370000
5+,220,1,A,Casal Selce,280000
3,136,2,5,Appio Latino,410000
3,55,1,0,Acilia,165000
4,100,1,3,Casalotti,160000
5,130,2,A,Valle Santa,249000
3,60,1,1,Casalotti,159000
2,72,1,5,Monteverde Nuovo,205000
5,90,1,A,Casalotti,90000
5,150,2,1,Eur,850000
4,175,3,R,Nuovo Salario,520000
3,70,1,3,Cinecittà,190000
3,85,1,1,Monteverde Nuovo,299000
1,30,1,1,San Godenzo,75000
4,102,2,3,Villa Chigi,680000
3,85,2,1,Colle Oppio,560000
4,100,2,2,Ponte Mammolo,420000
3,105,1,3,Esquilino,429000
4,140,1,3,Esquilino,510000
3,80,2,5,Serpentara,250000
3,95,1,3,Esquilino,610000
3,95,1,A,Appio Latino,420000
4,110,1,6,Villa Gordiani,179000
2,47,1,0,Portuense,178000
4,120,1,R,Ostia Levante,240000
3,90,1,1,Corviale,319000
4,94,1,2,Monte Spaccato,210000
3,72,1,R,Monte Spaccato,169000
2,65,1,3,Castel di Leva,230000
2,75,1,4,Trastevere,520000
4,100,1,0,Casal Lumbroso,147000
3,95,1,2,Baldo degli Ubaldi,330000
5,170,1,4,Coppedè,750000
3,75,1,3,Portuense,250000
4,110,2,7,Spinaceto,255000
4,188,2,3,Farnesina,590000
5,135,2,6,Roma 70,380000
2,53,1,1,Torrino,230000
3,55,1,A,Borghesiana,125000
4,110,2,R,Infernetto,179000
4,153,2,R,Osteria Nuova,169000
5,145,2,2,Mostacciano,525000
5+,190,3,A,Tomba di Nerone,640000
3,96,2,R,San Basilio,229000
1,35,1,S,Centocelle,79000
4,125,2,1,Spinaceto,170000
3,95,1,R,Nuovo Salario,269000
3,110,1,5,Torre Spaccata,205000
3,110,2,4,Fonte Ostiense,177000
5,170,3,4,Vigna Stelluti,710000
2,52,1,3,Campo de' Fiori,390000
4,97,2,1,La Rustica,139000
5,177,2,2,Casaletto,870000
2,73,1,4,Piccolomini,315000
2,72,1,6,Fidene,229000
3,83,1,1,La Storta,149000
4,130,2,2,Ostia Antica,209000
2,55,1,3,Casal Bruciato,235000
2,77,1,3,Ostia Ponente,185000
4,143,2,1,Tomba di Nerone,410000
3,70,2,1,Casalotti,265000
1,45,1,3,Vitinia,115000
4,118,2,0,Tor Cervara,199000
4,109,2,1,Monteverde Vecchio,380000
3,90,2,1,Torre Spaccata,189000
4,100,2,1,Monteverde Nuovo,285000
3,85,1,R,Cinecittà,129000
3,85,1,2,Magliana,175000
2,80,2,A,Ostiense,550000
2,80,2,A,Fori Imperiali,550000
5+,220,2,4,Sallustiano,1250000
2,90,1,5,Castro Pretorio,349000
5+,230,3,3,Parioli,1250000
3,91,2,R,Trastevere,450000
3,80,1,4,Garbatella,320000
3,115,2,1,Monteverde Vecchio,380000
1,35,1,0,La Rustica,109000
2,64,1,2,Giardinetti,155000
2,50,1,0,Giardinetti,185000
3,60,1,0,Giardinetti,99000
2,67,1,1,La Rustica,139000
4,108,1,6,Spinaceto,200000
2,65,1,1,Torre Maura,139000
3,86,1,0,Olgiata,169000
2,73,1,2,Torre Maura,125000
2,49,1,0,Colle del Sole,145000
5,148,2,2,Monte Sacro,475000
4,150,2,R,Torre Gaia,229000
2,65,1,4,Acilia,148000
5,173,3,1,Cortina d'Ampezzo,519000
3,76,1,1,Portuense,245000
2,55,1,2,Magliana,180000
5,150,2,2,Campo de' Fiori,1350000
5,145,2,R,Euclide,830000
2,68,1,3,Monteverde Vecchio,290000
5,130,2,2,Valli,365000
2,40,1,R,Piazza del Popolo,365000
3,69,1,0,Casalotti,149000
4,140,1,A,Casaletto,520000
3,72,2,4,Trastevere,550000
5,171,2,2,Villa Chigi,845000
4,180,3+,3,La Giustiniana,690000
3,68,1,3,Torresina,219000
2,50,1,0,Castelverde,105000
4,140,2,3,Nuovo Salario,459000
3,85,1,4,Baldo degli Ubaldi,295000
2,87,1,0,Torrino,279000
5,100,2,3,Trastevere,400000
4,126,2,5,Giuliano Dalmata,465000
2,78,1,1,Trastevere,495000
5,150,2,4,Ostia Ponente,257000
3,88,1,4,Cipro,495000
3,80,1,6,Casal Bruciato,298500
3,124,1,3,Prati,648000
2,60,1,7,Casal Bruciato,235000
4,108,1,6,Spinaceto,200000
3,68,2,S,Statuario,199000
3,83,2,2,Castel di Leva,275000
3,113,1,3,Cinecittà,449000
3,75,1,0,Centocelle,175000
4,115,1,5,San Giovanni,480000
3,80,1,1,San Giovanni,395000
2,55,1,2,Malafede,139000
2,45,1,0,Primavalle,124000
3,89,1,2,Collina delle Muse,159000
4,160,2,A,Corviale,520000
2,50,1,2,Colle del Sole,155000
1,32,1,3,Ottavia,99000
4,174,2,2,Montagnola,475000
3,95,1,2,Centocelle,159000
2,80,1,3,Centocelle,205000
5,150,3,R,Casaletto,540000
2,60,1,4,Casal Bruciato,222250
2,65,1,A,Villa Bonelli,189000
5,150,2,4,Torrino,399000
4,168,2,4,Vigna Stelluti,715000
3,95,1,1,Torrevecchia,280000
3,75,1,5,Garbatella,299000
5,102,2,3,Ostia Ponente,151500
2,51,2,2,San Paolo,259000
2,55,1,1,Balduina,260000
2,65,1,2,Via Giulia,390000
2,57,1,3,Torre Maura,109000
3,110,2,2,Campo de' Fiori,860000
3,94,2,2,Policlinico,905000
3,111,2,6,Villa Gordiani,245000
3,125,2,3,Fonte Meravigliosa,469000
2,72,1,2,Monte Spaccato,239000
1,41,1,5,Casal Bruciato,151500
5+,175,2,1,Delle Vittorie,650000
2,65,1,3,Torre Maura,129000
3,81,2,2,Fidene,200000
3,80,2,1,La Rustica,259000
5,120,2,3,Bravetta,299000
5,257,2,0,Saxa Rubra,440000
2,73,2,1,Cinecittà,239000
2,45,1,2,Policlinico,422000
3,90,1,1,Esquilino,540000
3,100,1,1,Trionfale,239000
2,55,1,2,Ostia Levante,124000
4,100,2,3,Castel Fusano,299000
4,100,1,1,Bologna,515000
1,40,1,R,Centocelle,75000
3,83,1,2,Balduina,310000
4,140,3,1,Vigna Stelluti,485000
5,197,3,4,Monte Sacro,730000
2,75,1,3,Nuovo Salario,220000
4,140,2,3,Monte Sacro,345000
5,177,3,2,Piccolomini,695000
3,82,1,1,Infernetto,280000
4,87,1,2,Torrevecchia,249000
5+,250,3,1,Bologna,1300000
3,80,2,1,Tufello,289000
4,144,2,A,Pigneto,459000
4,122,2,3,Ottavia,299000
4,91,1,3,San Paolo,275000
3,92,2,2,Cinecittà,295000
2,67,1,0,Ostia Levante,159000
2,70,1,0,Rinnovamento,290000
1,40,1,0,Trastevere,290000
1,40,1,9,Tintoretto,170000
2,96,1,R,Furio Camillo,310000
5,170,2,1,Casaletto,580000
5,120,2,4,Trionfale,367000
3,90,1,3,Monte Migliore,169000
4,140,2,3,Casaletto,479000
5,140,3,1,Morena,289000
3,75,1,1,Collina delle Muse,259000
3,80,2,1,Torrino,540000
4,80,2,1,Labaro,248000
2,56,1,0,Infernetto,210000
4,108,1,6,Spinaceto,200000
2,55,1,2,Piana del Sole,145000
3,65,1,3,Marconi,150000
2,70,1,4,Nuovo Salario,200000
1,37,1,1,Infernetto,125000
5,180,3,4,Euclide,980000
3,91,1,5,Nuovo Salario,269000
5,140,2,3,Mostacciano,440000
3,70,1,0,Torrevecchia,100000
2,65,1,1,Piana del Sole,159000
3,73,1,2,Monteverde Nuovo,259000
3,65,1,1,Torrevecchia,300000
2,95,2,1,Mostacciano,210000
2,90,1,1,Trastevere,478000
2,55,1,A,Corviale,199000
3,80,2,0,Piana del Sole,195000
4,117,1,2,Mezzocammino,265000
5,157,2,5,Bologna,850000
5,170,2,1,Nuovo Salario,545000
2,66,1,7,Villa Chigi,329000
4,68,1,2,Centocelle,139000
3,72,1,3,Cinecittà,239000
4,120,2,4,Fonte Ostiense,185000
3,78,2,0,Borghesiana,179000
3,85,1,1,Nuovo Salario,240000
3,85,1,1,Olgiata,149000
1,40,1,2,Torre Angela,90000
3,85,1,1,La Storta,149000
3,80,1,1,Monti Tiburtini,219000
4,102,2,0,Monte Sacro,299000
3,75,1,4,Primavalle,220000
2,45,1,0,Torrevecchia,159000
3,80,2,0,Settecamini,109000
3,85,2,0,La Storta,239000
2,53,1,5,Castel di Leva,220000
3,74,1,R,Tor de' Schiavi,175000
1,43,1,4,Pietralata,210000
2,58,1,5,Ponte di Nona,140000
2,45,1,0,Casaletto,229000
4,100,2,1,San Basilio,350000
2,65,1,0,Centocelle,100000
1,35,1,3,La Giustiniana,85000
3,82,1,3,Torre Spaccata,158000
3,80,1,2,Porta Pia,550000
1,33,1,0,Euclide,210000
2,73,1,4,Cinecittà,215000
2,80,1,0,Monteverde Vecchio,280000
3,100,2,0,Tufello,375000
5,185,3,3,Monteverde Vecchio,565000
5+,170,1,R,Flaminio,599000
5,128,2,2,Giuliano Dalmata,359000
2,45,1,0,Tomba di Nerone,165000
3,130,2,A,Bravetta,410000
5+,200,3+,1,Piazza del Popolo,1529000
3,73,1,2,Bravetta,249000
3,110,2,A,Portico d'Ottavia,1000000
4,197,2,3,Giuliano Dalmata,530000
3,69,1,3,Marconi,239000
3,115,2,1,Morena,265000
2,68,1,3,Torre Maura,95000
4,110,2,3,Re di Roma,378000
4,115,2,A,Morena,279000
3,90,1,1,Borghesiana,110000
4,110,2,0,Morena,248000
5+,180,3,A,Baldo degli Ubaldi,890000
5,120,2,0,Montagnola,390000
5,130,2,2,Navigatori,580000
3,90,2,1,Castel di Leva,298000
5,140,2,0,Fleming,590000
3,80,2,4,Case Rosse,205000
4,150,2,4,Casaletto,529000
3,75,2,0,Primavalle,330000
5+,220,3,0,Farnesina,770000
4,90,1,1,Borghesiana,205000
2,83,1,3,Monteverde Nuovo,290000
3,65,1,A,Colle del Sole,259000
5,175,3,R,Nuovo Salario,520000
4,100,2,1,Euclide,565000
2,73,1,4,San Giovanni,359000
2,50,1,A,Case Rosse,149000
4,100,2,1,Case Rosse,238000
2,61,1,0,Bravetta,209000
2,54,1,4,Case Rosse,149000
3,90,2,0,Case Rosse,245000
3,80,2,4,Case Rosse,200000
3,90,2,A,Case Rosse,229000
5+,220,3,7,Eur,897000
2,50,1,3,Monte Sacro,230000
2,70,1,7,Cinecittà,195000
2,75,2,2,Valle Muricana,169000
4,150,2,0,Torre Angela,209000
3,60,1,0,Torre Angela,125000
2,50,1,R,Casalotti,75000
3,90,1,1,Casal Bertone,290000
2,80,1,5,Valli,268000
4,150,2,5,Borghesiana,188000
3,80,2,R,Borghesiana,215000
5,140,2,S,Villa Chigi,835000
5,162,3,3,Coppedè,820000
4,124,2,1,Casalotti,215000
4,120,1,R,Fleming,415000
4,160,2,S,Aventino,350000
4,119,1,0,Monte Sacro,320000
3,95,1,4,Bravetta,310000
5+,181,3+,2,Prati,849000
2,70,2,2,Labaro,165000
5,130,2,3,Balduina,450000
3,65,1,3,Casalotti,179000
3,85,2,R,Aventino,490000
4,140,2,2,Esquilino,589000
3,65,1,3,Casalotti,179000
4,102,1,2,Ostia Levante,225000
3,65,1,4,Baldo degli Ubaldi,289000
3,175,3,3,Euclide,845000
2,50,1,5,Appio Latino,189000
5,145,2,3,Monteverde Vecchio,727000
4,188,Totale superficie principale,3,Pineta Sacchetti,590000
2,55,1,2,Ostia Ponente,145000
3,78,2,2,Valli,350000
2,60,2,A,Casal Selce,140000
3,82,1,0,Monte Sacro,235000
4,115,2,3,Fonte Ostiense,467000
3,75,1,3,Appio Latino,315000
4,145,2,3,La Giustiniana,295000
2,59,1,1,Borghesiana,130000
2,43,1,2,Mostacciano,175000
4,147,2,2,Parioli,830000
2,60,1,S,Villa Chigi,265000
5+,170,3,2,Medaglie d'Oro,559000
3,70,1,0,Garbatella,215000
2,65,1,4,Acilia,148000
4,135,2,3,Garbatella,429000
2,75,1,3,Balduina,280000
3,65,1,R,Torre Angela,109000
3,70,1,1,Torre Angela,105000
2,58,1,4,Baldo degli Ubaldi,260000
2,52,1,5,Pigneto,129000
2,60,1,3,Borghesiana,89000
2,70,1,3,Torre Maura,99000
3,75,1,2,Torre Angela,115000
3,90,1,2,Torre Angela,159000
2,68,1,1,Primavalle,180000
2,65,1,3,Pigneto,165000
3,65,1,3,Torre Angela,99000
2,50,1,1,Morena,199000
2,57,1,1,Ponte Galeria,122000
5,169,2,2,Piccolomini,695000
5+,148,2,2,Delle Vittorie,680000
4,130,1,2,Appio Latino,480000
2,60,1,4,Città Giardino,195000
3,60,1,1,Casalotti,179000
3,100,1,0,Torre Angela,145000
2,80,Totale superficie principale,1,Casal Palocco,265000
2,70,1,3,Città Giardino,275000
3,92,1,7,Tufello,265000
4,135,2,3,Villa Bonelli,480000
2,70,1,7,Marconi,297000
5,184,2,4,Appio Latino,679000
3,60,1,2,Rocca Cencia,109000
2,70,1,A,Tor de' Schiavi,199000
3,65,1,1,Torre Angela,105000
3,80,1,1,Torre Angela,170000
3,100,1,1,Marconi,249000
5+,200,2,1,Marconi,460000
3,70,1,5,Val Cannuta,185000
3,105,1,3,Cinecittà,249000
