Locals,Area,Bath,Floor,Zone,Price
3,80,2,0,Casalotti,195000
5+,450,3+,0,Monte Sacro,749000
2,60,1,4,Torrevecchia,209000
2,60,1,3,Corviale,319000
3,135,2,0,Monte Sacro,368000
4,90,1,3,Ostia Levante,229000
4,105,2,1,Torre Spaccata,199000
5+,320,3+,4,Piazzale degli Eroi,1090000
3,100,2,8,Monte Sacro,295000
2,70,1,3,Mezzocammino,255000
4,120,2,1,Morena,235000
3,90,1,R,Monti,550000
3,70,1,2,Morena,170000
2,115,2,3,Valli,370000
2,83,1,1,San Lorenzo,270000
5+,140,2,0,Axa,360000
3,64,1,0,Borghesiana,59000
5,110,2,1,Bologna,510000
3,90,2,1,Torre Spaccata,339000
4,150,1,R,Re di Roma,590000
3,85,1,1,Morena,225000
5,145,2,4,Monte Sacro,325000
3,81,2,2,Monteverde Nuovo,285000
3,83,3+,2,Villa Chigi,550000
3,104,1,2,Cinecittà,269000
5,135,2,1,Monte Sacro,285000
3,60,1,1,Vigna Stelluti,275000
2,76,1,0,Saxa Rubra,295000
5,135,2,1,Ponte Mammolo,395000
3,60,1,2,Centocelle,180000
4,115,1,2,Nuovo Salario,290000
3,70,1,1,Monte Sacro,359000
3,82,1,3,Monteverde Nuovo,355000
3,65,1,2,Settecamini,129000
5,122,2,2,Colli Aniene,420000
2,85,1,0,Porta di Roma,265000
5+,262,3,4,Prati,1750000
3,80,1,3,Pigneto,220000
3,94,1,3,Pigneto,199000
4,102,3,1,Sallustiano,690000
3,55,1,0,Borghesiana,139000
3,71,2,1,Morena,199000
4,110,2,2,Ponte Mammolo,275000
3,85,1,1,Monteverde Nuovo,299000
3,83,1,4,Val Cannuta,325000
2,58,1,1,Tufello,199000
2,60,1,R,Casalotti,139000
5+,160,2,4,Tintoretto,645000
3,87,1,2,Cinecittà,229000
5,130,2,3,Monte Sacro,295000
4,110,2,2,Monte Sacro,230000
2,60,1,1,Centocelle,145000
4,105,2,4,Ponte Mammolo,250000
3,70,1,5,Torpignattara,159000
2,50,1,2,Ostia Ponente,119000
3,115,2,6,Villa Gordiani,245000
4,120,2,2,Ostia Levante,299000
3,85,1,1,Bravetta,200000
3,73,1,2,Casalotti,99000
3,100,2,3,Marconi,370000
3,90,2,7,Colli Aniene,260000
1,42,1,1,Testaccio,249000
5+,150,2,A,Bologna,1050000
3,110,1,6,Cinecittà,300000
4,100,2,1,Colle del Sole,270000
5+,160,3,1,Casaletto,598000
2,58,1,3,La Giustiniana,190000
5+,200,3,0,Olgiata,305000
2,50,1,1,Ponte di Nona,105000
1,40,1,0,Pineta Sacchetti,150000
5+,260,3+,1,Bologna,1450000
1,40,1,3,Monteverde Nuovo,249000
5+,150,2,3,Monte Sacro,620000
3,103,1,1,Valli,305000
1,50,1,2,Torre Spaccata,89000
2,60,1,2,Torre Spaccata,149000
3,90,1,2,Torre Spaccata,179000
5+,310,3,4,Coppedè,1490000
2,55,1,0,Pietralata,185000
5+,165,3,A,Porta Pia,995000
3,106,1,1,Torre Angela,149000
2,42,1,3,Ponte di Nona,99000
2,55,1,3,Torpignattara,135000
2,65,1,1,Labaro,159000
4,75,1,5,Centocelle,179000
2,85,1,3,Corviale,295000
4,120,2,5,Pietralata,390000
2,50,1,1,Torrevecchia,145000
3,120,2,A,Axa,335000
2,50,1,2,Infernetto,160000
4,120,2,6,Casale Nei,295000
4,230,2,0,Castel di Leva,490000
3,120,1,4,Marconi,349000
2,66,1,4,Torrino,127500
3,130,1,5,Villa Gordiani,329000
3,85,1,2,Marconi,280000
3,90,1,2,Torrevecchia,199000
5,150,2,1,Villa Bonelli,485000
3,95,2,4,Casalotti,265000
3,75,1,7,Pigneto,245000
3,80,Totale superficie principale,0,Centocelle,239000
5,144,2,2,Ponte Milvio,940000
2,52,1,2,Primavalle,285000
2,65,1,1,Pineta Sacchetti,195000
2,70,1,1,La Giustiniana,198500
3,105,1,0,Casal Boccone,295000
2,79,1,1,Bravetta,145000
3,104,1,1,Portuense,330000
3,104,1,1,Portuense,330000
3,88,1,5,Monte Sacro,172500
3,75,1,0,Ostia Antica,129000
3,60,1,1,Quarto Miglio,185000
5+,210,2,3,Saxa Rubra,680000
4,118,1,2,Massimina,249000
3,71,1,1,Borgo,495000
4,85,2,3,Castel di Leva,295000
2,50,1,3,Casalotti,127000
3,75,1,2,Torresina,249000
4,105,3,R,Casalotti,259000
3,99,1,1,Monte Spaccato,169000
4,103,1,1,Tor de' Schiavi,259000
5+,220,3,A,Fleming,880000
3,105,2,2,Monte Sacro,329000
4,120,2,1,Morena,299000
2,45,1,0,Arco di Travertino,130000
3,108,1,1,Centocelle,259000
3,90,2,1,Monteverde Vecchio,365000
3,157,2,0,Tomba di Nerone,395000
2,50,1,4,Piccolomini,239000
4,102,2,1,Porta Pia,580000
2,75,1,0,La Rustica,140000
3,88,1,1,Casalotti,140000
3,95,1,0,Saxa Rubra,195000
5,62,1,3,Ponte di Nona,72000
3,100,1,0,Monteverde Vecchio,339000
4,164,2,1,Bologna,720000
3,50,1,3,Ponte di Nona,134000
5+,332,3+,2,Finocchio,459000
5,90,2,2,Barberini,620000
4,95,2,1,Coppedè,580000
5+,130,2,1,Borghesiana,119000
3,94,2,2,Saxa Rubra,220000
3,90,1,3,Bologna,350000
3,55,1,0,La Rustica,129000
3,60,1,1,Nuovo Salario,250000
2,27,1,0,Tomba di Nerone,38000
4,77,2,A,Quadraro,299000
3,100,2,1,Vittorio Veneto,690000
1,42,1,3,Torpignattara,90000
4,97,2,0,Santa Fumia,185000
3,85,2,0,Prati,345000
2,57,1,0,Monti,249075
4,150,3,2,Vigna Stelluti,550000
4,157,2,A,Farnesina,640000
3,65,1,3,San Lorenzo,209000
3,105,1,2,Pigneto,295000
4,100,2,4,Tor Vergata,285000
4,100,2,1,Saxa Rubra,195000
4,100,2,4,Primavalle,410000
3,65,1,R,Monte Spaccato,130000
2,60,1,0,Casalotti,170000
3,80,1,1,Ostia Antica,198000
4,150,3,3,Farnesina,890000
3,110,2,2,Torre Spaccata,340000
3,121,1,5,Monteverde Vecchio,649750
3,90,1,3,Villa Gordiani,249000
4,150,3,3,Parioli,875000
5,180,2,A,Balduina,870000
2,80,1,0,Monte Sacro,320000
2,102,1,2,Trastevere,590000
2,60,1,1,Casalotti,165000
2,55,1,0,Trigoria,149000
3,90,2,A,Casal Lumbroso,280000
3,101,1,4,Boccea,265000
3,93,1,3,Torre Spaccata,180000
5+,270,3,A,Piccolomini,1250000
1,47,1,1,Furio Camillo,169000
2,70,1,1,San Lorenzo,216000
2,62,1,2,Porta di Roma,240000
2,50,1,2,Tor Cervara,165000
5,160,3,2,Monte Sacro,510000
3,75,1,1,Bravetta,270000
4,112,2,R,Statuario,345000
3,95,1,R,Casalotti,210000
3,70,1,1,Casalotti,199000
4,111,2,6,Villa Gordiani,245000
4,111,2,6,Villa Gordiani,245000
4,111,2,6,Villa Gordiani,245000
4,115,2,5,Torre Maura,180000
2,60,1,R,Ostia Levante,139000
4,105,2,0,Casalotti,210000
2,50,1,2,Torre Angela,125000
4,105,2,R,Ostia Levante,139000
2,45,1,S,Statuario,129000
3,80,1,2,Morena,229000
5,215,3+,0,Rinnovamento,484000
2,70,1,1,Nuovo Salario,275000
4,110,2,3,Trevi,990000
4,156,2,4,Monte Sacro,590000
2,42,1,0,Monte Spaccato,59000
3,105,2,3,Coppedè,665000
3,89,2,R,Ostia Levante,249000
4,150,2,0,Saxa Rubra,290000
4,149,2,3,Piccolomini,598000
4,120,3,0,Olgiata,270000
1,45,1,0,Pigneto,67000
2,74,1,0,Bologna,225000
2,36,1,1,Acilia,99000
3,109,1,5,San Lorenzo,279000
2,75,1,1,Cinecittà,169000
5+,250,3,4,Re di Roma,1180000
2,76,1,0,Valle Aurelia,288000
3,84,1,1,Torre Angela,129000
3,109,1,2,Dragona,179000
2,50,1,4,Torre Spaccata,135000
3,117,2,A,Ostia Ponente,309000
1,29,1,S,Tomba di Nerone,65000
3,5,1,2,Ponte di Nona,91500
4,130,1,0,Trastevere,1100000
2,70,1,6,Casal Bruciato,325000
4,60,1,2,Piazzale degli Eroi,259000
1,29,1,S,Tomba di Nerone,65000
3,90,1,A,Ostia Levante,749000
4,120,2,4,Tomba di Nerone,339000
3,85,1,1,Trastevere,380000
3,70,1,1,Castel Fusano,199000
4,99,1,3,Cinecittà,289000
2,50,1,4,Torre Spaccata,145000
3,75,1,0,Giardinetti,187000
4,89,1,0,Cinecittà,219000
2,80,1,8,Flaminio,460000
2,54,1,3,Tufello,325000
2,60,1,1,La Storta,159000
3,72,1,5,Sallustiano,348000
3,95,1,1,Ostia Levante,229000
3,100,2,5,Ostia Levante,285000
3,80,2,0,Ponte Galeria,245000
2,57,1,0,Monteverde Vecchio,239000
3,85,1,0,Valle Muricana,145000
3,65,1,1,Cinecittà,195000
4,140,2,4,Casal Bernocchi,215000
3,80,2,0,Castel Fusano,159000
2,57,1,5,Esquilino,315000
4,80,2,R,Ostia Levante,185000
5,153,2,5,Villa Gordiani,450000
4,120,2,4,Ostia Levante,275000
5+,258,3,0,Parioli,1300000
3,90,2,1,Ostia Levante,179000
3,60,1,0,Fidene,195000
3,118,1,1,Fidene,179000
3,81,1,1,Colle Oppio,550000
2,50,1,0,Farnesina,175000
3,86,2,5,Piazzale degli Eroi,460000
4,130,1,A,Tor de' Schiavi,389000
3,100,2,3,Spinaceto,240000
3,75,1,0,Pietralata,190000
2,50,1,2,Parioli,420000
5+,220,3,5,Farnesina,880000
3,128,2,1,Tomba di Nerone,300000
3,91,1,1,Torre Spaccata,137700
3,176,2,S,Piazza Navona,376251
4,146,3,1,Valli,299812
3,110,1,1,Pineta Sacchetti,360000
3,100,2,R,Pietralata,259000
5,183,3,2,Tintoretto,659000
2,57,1,5,Pineta Sacchetti,193500
4,180,2,3,Prati,1250000
3,83,1,5,Monte Sacro,172500
4,121,1,5,Flaminio,327000
2,65,1,1,Arco di Travertino,190000
5+,290,2,1,Pantheon,2900000
4,155,2,2,Garbatella,500000
5+,157,3,2,Valle Aurelia,635000
5,154,3,0,Farnesina,730000
5+,160,2,0,Casaletto,560000
5+,208,3,5,Tintoretto,745000
3,80,1,0,Acilia,209000
2,284,2,S,Bravetta,125000
2,69,1,5,Piazza Navona,699000
2,50,1,4,Marconi,205000
2,52,1,4,Testaccio,300000
4,136,2,2,Colli Albani,549000
5,125,1,2,Prati,719000
5+,315,3,6,Piazza Navona,3300000
3,86,2,2,Cinecittà,349000
5,130,2,3,San Paolo,499000
3,120,2,4,Balduina,440000
3,81,1,A,Garbatella,370000
2,51,1,3,Porta di Roma,175000
2,40,1,S,Marconi,159000
1,23,1,0,Borgo,223000
2,50,1,0,Tomba di Nerone,78000
3,120,2,2,Marconi,398000
4,85,2,A,Policlinico,680000
5,150,1,0,Parioli,595000
4,65,2,R,Repubblica,450000
3,70,1,2,Piazza del Popolo,890000
4,140,2,1,Torre Spaccata,399000
3,72,1,R,Monte Spaccato,169000
3,103,1,A,Cinecittà,209000
2,45,1,0,Torre Spaccata,149000
2,80,1,7,Monteverde Nuovo,240000
3,80,1,6,Casal Bruciato,265000
3,90,2,2,Saxa Rubra,280000
5,111,2,2,Ostia Levante,295000
4,150,2,4,Casaletto,599000
3,105,2,2,Colle del Sole,210000
4,120,2,4,Tintoretto,349000
2,60,1,3,San Lorenzo,180000
5,130,2,2,Balduina,530000
3,70,2,1,Piazza del Popolo,750000
2,40,1,5,Casal Boccone,179000
3,110,2,2,Esquilino,695000
5,160,3+,1,Trastevere,680000
3,77,2,R,Tintoretto,257000
3,63,1,0,Bufalotta,299000
3,95,1,3,Montagnola,259000
4,150,2,3,Tintoretto,595000
3,121,2,4,Tintoretto,395000
2,68,1,0,Ostia Levante,210000
4,100,1,3,Spinaceto,179000
4,130,2,3,Montagnola,430000
2,69,1,3,Portuense,249000
2,65,1,4,Acilia,190000
4,130,2,0,Villa Bonelli,438000
4,90,2,1,Porta di Roma,229000
5+,225,3,5,Euclide,1360000
2,53,1,2,Monte Sacro,218000
3,115,2,1,Cinecittà,365000
3,122,2,2,Pietralata,375000
4,111,2,6,Villa Gordiani,245000
2,60,1,5,Settecamini,154000
3,85,2,0,Torre Maura,190000
4,100,2,5,Magliana,295000
4,98,1,7,Città Giardino,375000
4,90,1,3,Balduina,349000
4,140,2,A,Bufalotta,519000
3,120,2,1,San Giovanni,545000
5,63,1,4,Tomba di Nerone,195000
5,135,2,2,Tomba di Nerone,439000
2,70,1,3,Portuense,240000
3,70,1,0,Infernetto,120000
4,150,2,A,La Rustica,189000
5,245,3,A,Porta Pia,1850000
3,90,2,0,Trastevere,490000
4,109,2,2,Villa Chigi,540000
4,145,2,7,Esquilino,569000
5,131,2,0,Giuliano Dalmata,400000
5,115,2,5,Villa Ada,700000
5,135,2,A,Villa Chigi,850000
2,65,1,2,Torre Maura,119000
4,120,2,1,Morena,285000
4,135,2,1,Anagnina,259000
2,80,1,2,Pigneto,250000
2,65,1,1,Monte Sacro,329000
3,86,2,2,Cinecittà,384000
2,45,1,1,Tor Cervara,91000
4,118,2,3,Pantheon,1100000
3,105,2,2,Balduina,405000
4,120,2,1,Appio Latino,459000
5+,160,3,2,La Giustiniana,480000
3,67,1,2,Torre Maura,129000
2,61,1,1,Ponte di Nona,169000
2,61,1,2,Casalotti,210000
2,67,1,1,Monteverde Nuovo,259000
3,85,1,4,Torrino,305000
3,117,1,0,Nuovo Salario,240000
3,90,2,0,Casalotti,290000
2,56,1,4,Città Giardino,209000
4,80,1,2,Monte Spaccato,175000
5,132,2,3,Tomba di Nerone,485000
4,175,2,0,Villa Fiorelli,399000
3,60,1,3,Torre Maura,119000
3,105,1,1,Torre Spaccata,189000
3,87,1,1,Vigna Stelluti,275000
3,105,1,1,Torre Spaccata,189000
3,87,1,1,Vigna Stelluti,275000
2,66,1,1,Trastevere,495000
3,90,2,1,Castelverde,139000
3,70,1,2,Piccolomini,299000
2,61,1,2,Piccolomini,259000
5+,170,2,3,Pantheon,1790000
4,100,2,2,Portuense,295000
2,55,1,0,Tomba di Nerone,110000
4,150,2,2,Eur,1095000
3,80,2,1,Castel di Leva,285000
3,78,1,2,Tor de' Schiavi,239000
4,114,1,3,Piccolomini,450000
4,80,1,1,Centocelle,180000
3,88,2,2,Acilia,180000
4,145,2,4,Prati,780000
4,117,2,4,Fonte Meravigliosa,385000
3,110,2,2,Borghesiana,150000
2,55,1,1,Corviale,179000
2,50,1,S,Cipro,210000
3,65,1,1,Ottavia,195000
2,70,1,4,Ostiense,230000
5,170,2,A,Trastevere,650000
3,100,2,5,Spinaceto,219000
4,150,2,0,Statuario,440000
2,48,1,0,Muratella,135000
5,146,2,2,Monte Sacro,650000
2,67,1,2,Muratella,145000
3,90,2,1,Nuovo Salario,299000
4,135,2,1,Balduina,445000
3,50,1,R,Bravetta,200000
3,95,1,4,Magliana,209000
1,38,1,0,Quadraro,119000
3,60,1,0,Boccea,187000
3,87,1,5,Cinecittà,265000
3,97,2,2,Torrevecchia,289000
3,80,2,1,La Rustica,229000
5+,630,3+,3,Villa Ada,4800000
4,140,2,3,Monte Sacro,345000
2,60,1,1,Porta di Roma,220000
4,135,2,6,Cinecittà,374000
3,85,1,A,Primavalle,239000
4,115,2,5,Torre Maura,180000
5+,630,3+,3,Villa Ada,4800000
2,60,1,0,Città Giardino,179000
3,100,1,3,Monte Sacro,200000
3,68,1,3,Magliana,185000
3,67,1,0,Monte Spaccato,169000
3,85,1,A,Primavalle,239000
3,75,1,0,Monte Sacro,239000
2,77,2,2,Monteverde Vecchio,495000
3,80,1,2,San Lorenzo,245000
2,75,1,5,Monti Tiburtini,234000
2,44,1,3,Centocelle,113000
4,86,2,4,Esquilino,330000
4,170,2,1,Tintoretto,650000
2,80,1,8,Magliana,199000
3,70,1,4,San Paolo,169000
4,130,2,A,Mezzocammino,510000
2,66,1,3,Muratella,155100
4,130,2,4,Cinecittà,520000
5,180,2,R,Flaminio,1090000
2,70,1,0,Valli,275000
3,90,1,1,Tor de' Cenci,159000
3,100,2,3,Marconi,370000
2,56,1,2,Tufello,245000
3,90,1,1,Appio Latino,355000
3,120,1,5,Nuovo Salario,265000
2,69,1,1,Casal Bruciato,170250
4,99,2,2,Porta di Roma,419000
2,60,1,5,Bravetta,245000
3,111,2,6,Villa Gordiani,245000
5+,230,2,2,Villa Chigi,1100000
5+,184,3+,2,Farnesina,790000
4,107,2,2,Trastevere,385000
3,85,1,1,Baldo degli Ubaldi,325000
5,126,2,0,Bravetta,465000
3,110,1,1,Ottavia,200000
3,100,2,3,Torresina,259000
3,80,1,2,Torre Maura,159000
4,107,2,2,Trastevere,385000
4,60,1,2,Piazzale degli Eroi,259000
2,50,1,2,Porta di Roma,169000
4,130,2,2,Nuovo Salario,459000
2,60,1,3,Porta di Roma,219000
2,88,1,0,La Giustiniana,270000
3,100,2,1,Coppedè,620000
2,65,1,2,Testaccio,339000
3,80,1,0,Mezzocammino,359000
2,82,Totale superficie principale,2,Acilia,139000
2,50,1,1,Torpignattara,124000
5,200,2,3,Tomba di Nerone,640000
2,55,1,2,Casal Bertone,145000
3,80,1,2,Cinecittà,275000
5,190,2,3,Spagna,1660000
1,50,1,0,Pigneto,189000
3,87,1,0,Acilia,205000
2,56,1,A,Mezzocammino,179000
3,90,1,1,Farnesina,400000
4,92,1,R,Casaletto,239000
4,93,2,2,Portico d'Ottavia,631500
2,60,1,1,Malafede,149000
2,50,1,1,Monteverde Nuovo,239000
4,119,2,8,Serpentara,279000
2,65,1,2,Tor Vergata,189000
3,96,2,3,Casale Nei,249000
2,44,1,3,Centocelle,113000
3,65,1,3,Centocelle,148000
4,95,1,1,Monteverde Nuovo,335000
5+,259,3+,3,Parioli,1690000
4,50,2,1,Casalotti,220000
3,100,1,2,Ostia Ponente,199000
4,202,3,5,Piccolomini,652500
3,65,1,3,San Lorenzo,99000
3,80,1,2,Nuovo Salario,268000
2,74,1,4,Tor de' Schiavi,229000
2,90,1,8,La Giustiniana,285000
2,36,1,0,Borgo,250000
3,70,2,1,Casal Lumbroso,179000
5,180,2,6,Borgo,870000
3,85,2,4,Sallustiano,475000
3,84,1,A,Largo Argentina,1100000
3,100,1,1,Finocchio,99000
3,87,1,1,Vigna Stelluti,275000
3,80,2,1,Bravetta,215000
5,140,2,4,Montagnola,430000
1,45,1,1,Primavalle,115000
1,30,1,1,Centocelle,80000
4,130,2,4,Villa Bonelli,348000
2,60,1,1,Colle del Sole,135000
2,58,1,7,Val Cannuta,265000
3,100,1,1,Corviale,335000
4,128,2,1,Giuliano Dalmata,495000
5,130,2,A,Baldo degli Ubaldi,469000
5,130,2,A,Baldo degli Ubaldi,469000
3,100,2,0,Tufello,375000
4,115,2,0,Cinecittà,319000
3,95,1,2,Piazza del Popolo,890000
3,111,2,6,Villa Gordiani,245000
4,96,1,1,Monte Spaccato,185000
5+,120,1,0,"                    Cocody III, Roma                                    ",450000
1,40,1,0,San Lorenzo,165000
3,110,2,5,Monte Sacro,420000
2,75,1,2,Acilia,129000
3,80,2,1,Monteverde Vecchio,410000
2,52,1,1,Casaletto,239000
3,79,2,4,Ponte di Nona,185000
2,55,1,1,Testaccio,280000
2,52,1,1,Casaletto,239000
3,106,2,2,Ponte Mammolo,370000
3,105,1,2,Colle del Sole,380000
5,169,2,2,Navigatori,520000
2,75,1,5,Casal Bruciato,255000
2,60,1,1,Casalotti,185000
3,80,1,2,Morena,229000
2,65,1,2,Furio Camillo,330000
4,165,2,0,Piccolomini,729000
2,55,1,2,Casalotti,199000
2,77,1,1,Tor Vergata,179000
5,180,2,3,Farnesina,580000
3,85,1,0,Ponte di Nona,227000
5,135,2,2,Città Giardino,590000
4,120,1,0,Muratella,300000
5,167,2,1,Piana del Sole,130000
4,110,2,9,Fonte Ostiense,299000
4,149,2,3,Piccolomini,598000
3,72,2,0,Valli,295000
4,150,2,0,Saxa Rubra,290000
4,110,2,2,Piccolomini,470000
2,65,1,A,Bravetta,165000
4,125,2,R,La Rustica,295000
3,109,1,5,San Lorenzo,279000
3,109,1,5,San Lorenzo,279000
3,109,1,5,San Lorenzo,279000
2,76,1,0,Valle Aurelia,288000
3,96,1,5,Cinecittà,300000
2,45,1,1,Settecamini,155000
5+,180,2,2,Nuovo Salario,700000
2,60,1,0,Morena,210000
5+,190,3+,7,Farnesina,640000
4,125,1,6,San Paolo,350000
3,80,1,8,Cinecittà,225000
3,80,1,4,Boccea,260000
2,67,2,0,Statuario,210000
2,40,1,1,Monte Spaccato,110000
3,109,1,5,San Lorenzo,279000
5,86,2,0,Torre Angela,180000
3,95,1,1,Torpignattara,230000
3,85,1,2,Colle del Sole,155000
3,109,1,6,Cinecittà,300000
3,110,1,1,Villa Gordiani,249000
4,68,1,6,Villa Gordiani,185000
3,72,1,3,Torre Maura,235000
5,100,1,6,Cinecittà,198000
1,55,1,4,Marconi,180000
3,85,1,0,Anagnina,279000
3,110,1,6,Cinecittà,309000
3,65,1,1,Ponte di Nona,175000
3,80,1,R,Borghesiana,115000
3,95,1,3,Borghesiana,114000
2,70,1,3,Furio Camillo,310000
5+,170,2,2,Tintoretto,690000
2,64,1,0,Porta di Roma,235000
3,70,1,1,Borghesiana,160000
5+,120,2,0,Torre Spaccata,250000
5,130,2,R,Finocchio,249000
3,116,2,1,Cinecittà,329000
2,40,1,R,Fidene,138000
2,75,1,4,Re di Roma,295000
3,80,2,2,Labaro,229000
3,83,1,4,Torrevecchia,260000
4,137,2,2,Saxa Rubra,439000
5,153,2,5,Villa Gordiani,450000
4,138,2,8,Villa Gordiani,365000
5,153,2,5,Villa Gordiani,450000
5,153,2,5,Villa Gordiani,450000
5,145,2,2,La Giustiniana,295000
2,65,2,A,Morena,150000
4,120,2,0,Casal Selce,250000
1,40,1,3,Tomba di Nerone,125000
4,100,1,3,Portuense,385000
4,102,2,0,Monte Sacro,299000
3,90,2,0,Trionfale,410000
3,90,1,2,Furio Camillo,305000
3,87,2,2,Ponte di Nona,185000
2,90,1,4,Esquilino,340000
3,98,1,5,Centocelle,125000
3,90,2,0,Centro Giano,190000
4,120,1,1,Fonte Ostiense,339000
5,86,1,0,Colle del Sole,280000
5+,140,2,1,Villa Bonelli,490000
2,65,1,2,Borghesiana,119000
1,15,1,0,Borghesiana,45000
2,50,1,0,La Giustiniana,194000
4,190,2,1,Osteria Nuova,189000
3,80,1,5,Tor de' Schiavi,245000
2,65,1,5,Pigneto,235000
2,57,1,3,Tor Cervara,190000
3,100,2,3,Casaletto,439000
3,115,2,2,Villa Gordiani,209000
2,60,1,R,La Storta,170000
2,70,1,1,Ostia Ponente,107250
3,96,2,2,Quadraro,157500
2,59,1,4,Monte Sacro,100500
3,72,1,1,Ponte Galeria,167000
5,64,1,0,Ponte Galeria,171312
5+,170,3,5,San Giovanni,960000
2,55,2,R,Trastevere,330000
3,100,1,2,Fleming,429000
5+,130,1,0,Torrino,488800
1,35,1,1,Ponte Mammolo,59000
3,65,1,11+,Boccea,109000
2,55,1,0,Settecamini,150000
3,61,1,0,Ponte di Nona,155000
3,70,1,1,Collina delle Muse,139000
3,75,1,2,Collina delle Muse,165000
3,93,2,0,Torpignattara,265000
5+,130,1,0,Ostia Ponente,390000
4,114,1,3,Monte Sacro,329000
4,100,2,0,Re di Roma,480000
1,54,1,R,Medaglie d'Oro,180000
4,120,2,0,Città Giardino,435000
4,193,2,1,Monteverde Vecchio,680000
2,40,1,2,Centocelle,87000
3,164,2,1,Monti,880000
3,50,1,3,Marconi,295000
3,110,1,5,Marconi,395000
5+,200,3,A,Fleming,880000
4,100,2,2,Villa Bonelli,469000
4,140,2,1,Nuovo Salario,470000
2,69,1,4,Marconi,279000
2,55,1,6,Marconi,169000
2,82,1,3,Spinaceto,195000
3,120,2,3,Largo Argentina,1490000
2,70,1,2,Primavalle,199000
2,70,1,2,Tor de' Schiavi,179000
2,41,1,S,Fleming,119000
3,90,1,3,Ottavia,170000
2,65,1,1,Casaletto,249000
3,90,2,4,Torre Angela,69000
3,75,1,1,Cinecittà,215000
3,89,1,2,Torre Spaccata,220000
4,113,1,3,Torre Spaccata,179000
5,190,3,3,Mostacciano,990000
3,75,1,0,Castelverde,105000
4,75,1,0,Monte Sacro,239000
5+,241,3,A,Vigna Stelluti,1050000
3,77,1,2,Villa Bonelli,265000
3,85,1,1,Torre Spaccata,165000
2,60,1,3,Malafede,195000
3,80,1,0,Cesano,169000
5,165,2,2,Cortina d'Ampezzo,635000
2,65,1,0,Policlinico,430000
3,95,2,4,Appio Latino,450000
3,92,1,4,Monte Sacro,325000
3,120,2,1,Euclide,470000
3,80,1,A,Torresina,169000
5+,317,3+,4,Balduina,1290000
3,70,1,0,Quadraro,250000
4,115,2,3,Monte Sacro,325000
2,65,1,A,Torresina,139000
3,105,1,5,Marconi,265000
4,129,2,1,Ostia Levante,249000
3,70,1,1,Romanina,219000
3,110,1,2,Ostia Ponente,259000
3,85,1,4,Cinecittà,225000
3,49,1,1,San Godenzo,149000
2,55,1,4,Bravetta,245000
4,130,2,2,Cipro,530000
3,90,1,3,Torre Spaccata,205000
2,63,1,5,Porta di Roma,200000
5,150,2,4,Colle del Sole,480000
4,85,2,0,Acilia,209000
5,130,1,2,Morena,355000
3,49,1,1,San Godenzo,178000
3,105,1,4,Centocelle,245000
4,119,2,2,Vitinia,365000
3,80,1,0,Castel di Leva,189000
2,65,1,R,Tor Vergata,125000
1,50,1,A,Casal Bruciato,175000
3,80,2,3,Torre Angela,140000
5,147,1,1,Torrevecchia,415000
4,94,2,3,Mezzocammino,450000
3,49,1,1,San Godenzo,149000
4,100,1,1,Ponte di Nona,199000
2,56,1,3,Casal Bruciato,170000
2,55,1,A,Esquilino,370000
4,130,2,2,Castelverde,170000
2,60,1,3,Torre Spaccata,139000
2,67,1,1,Cinecittà,199000
3,78,1,1,Castel di Leva,260000
2,50,1,1,Ponte di Nona,115000
4,150,2,0,Nuovo Salario,439000
3,120,2,2,Esquilino,460000
5+,90,1,4,Monti,650000
4,85,2,0,Castelverde,129000
4,120,1,3,Casal Bernocchi,229000
3,85,1,4,Cinecittà,225000
3,100,1,2,Casal Bruciato,295000
3,81,1,3,Cinecittà,249000
3,125,1,2,Fidene,300000
2,68,2,1,Borghesiana,125000
2,75,1,A,Tufello,305000
98,Totale superficie principale,garantito,0,Mezzocammino,335000
2,70,1,3,Delle Vittorie,380000
1,65,1,2,Casal Bruciato,200000
3,80,1,0,Monte Spaccato,199000
2,65,1,1,Colle del Sole,99000
5+,130,1,7,Torrino,399000
3,90,1,2,Torre Angela,180000
2,76,1,2,Mostacciano,165000
4,113,2,3,Colli Albani,350000
3,102,1,2,Ostia Levante,199000
2,81,1,1,Villa Fiorelli,1000
3,75,1,R,Castro Pretorio,395000
3,114,2,1,Monteverde Nuovo,189000
3,150,1,1,Borghesiana,160000
3,100,1,2,San Giovanni,395000
4,120,2,2,Rocca Cencia,175000
2,60,1,1,Spagna,266152
5+,350,3+,6,Villa Ada,1272750
3,109,2,1,Prati,550000
4,140,2,1,Colle Oppio,699000
2,60,1,0,Pineta Sacchetti,175000
5+,195,3,1,Farnesina,560000
3,106,2,5,Monte Sacro,395000
3,65,1,1,Navigatori,299000
5,140,2,1,Pineta Sacchetti,400000
5,190,2,3,Pineta Sacchetti,549000
5+,170,2,2,Casaletto,930000
3,90,2,2,San Paolo,360000
4,100,2,1,Monteverde Nuovo,349000
4,173,2,4,Villa Chigi,890000
4,135,3,4,Garbatella,549000
4,137,2,3,Flaminio,595000
3,106,1,1,Trionfale,235000
2,70,1,4,Ponte di Nona,135000
3,117,2,4,Cinecittà,279000
4,90,2,2,Nuovo Salario,390000
4,127,2,3,Casal Bruciato,410000
3,90,1,1,Tor Vergata,165000
5+,205,2,3,Parioli,890000
3,75,1,1,Torpignattara,210000
